iteration,rel_residual
0,1
1,0.492718
2,0.238737
3,0.0351691
4,0.0198463
5,0.01205
6,0.0050113
7,0.00333927
8,0.00795363
9,0.00910987
10,0.00565225
11,0.00129852
12,0.000479303
13,0.000317914
14,0.00026564
15,9.31873e-05
16,2.59823e-05
17,9.13112e-06
18,5.41513e-06
19,2.40878e-06
20,8.7014e-07
21,2.09743e-07
22,1.76513e-07
23,5.38369e-08
24,1.66098e-08
25,1.09552e-08
26,2.52317e-09
27,1.34561e-09
