iteration,rel_residual
0,1
1,0.465086
2,0.226782
3,0.0469911
4,0.00397097
5,0.00203338
6,0.00125592
7,0.00114449
8,0.00170415
9,0.00104124
10,0.000533677
11,0.00024208
12,7.92122e-05
13,2.75569e-05
14,8.71935e-06
15,2.80164e-06
16,8.05749e-07
17,3.50149e-07
18,1.59075e-07
19,7.24648e-08
20,1.5073e-08
21,6.65983e-09
22,1.63143e-09
