iteration,relative_error
468,0.000267273
469,0.000252319
470,0.000237529
471,0.000223921
472,0.00021174
473,0.000200394
474,0.000189694
475,0.000179343
476,0.000169123
477,0.00015962
478,0.000151141
479,0.000143277
480,0.000135658
481,0.000128039
482,0.000120721
483,0.000113848
484,0.000107216
485,0.000100667
486,9.44417e-05
487,8.86464e-05
488,8.31332e-05
489,7.78274e-05
490,7.30065e-05
491,6.87406e-05
492,6.49581e-05
493,6.1625e-05
494,5.86816e-05
495,5.59663e-05
496,5.32624e-05
497,5.0618e-05
498,4.80332e-05
499,4.54584e-05
500,4.29361e-05
501,4.05236e-05
502,3.82679e-05
503,3.61411e-05
504,3.41707e-05
505,3.23023e-05
506,3.04827e-05
507,2.86839e-05
508,2.68936e-05
509,2.51678e-05
510,2.35715e-05
511,2.21506e-05
512,2.08839e-05
513,1.9729e-05
514,1.86585e-05
515,1.76749e-05
516,1.67815e-05
517,1.59762e-05
518,1.52361e-05
519,1.45489e-05
520,1.38903e-05
521,1.32743e-05
522,1.27047e-05
523,1.21659e-05
524,1.16391e-05
525,1.11444e-05
526,1.06839e-05
527,1.02499e-05
528,9.83095e-06
529,9.42718e-06
530,9.02678e-06
531,8.6221e-06
532,8.22281e-06
533,7.84397e-06
534,7.49028e-06
535,7.16124e-06
536,6.85779e-06
537,6.58027e-06
538,6.32112e-06
539,6.0771e-06
540,5.84623e-06
541,5.61601e-06
542,5.37692e-06
543,5.12147e-06
544,4.85433e-06
545,4.58495e-06
546,4.31682e-06
547,4.05654e-06
548,3.80111e-06
549,3.55657e-06
550,3.33147e-06
551,3.12426e-06
552,2.92973e-06
553,2.75256e-06
554,2.59106e-06
555,2.44595e-06
556,2.31976e-06
557,2.20609e-06
558,2.10056e-06
559,2.00212e-06
560,1.90882e-06
561,1.8179e-06
562,1.73303e-06
563,1.65579e-06
564,1.58379e-06
565,1.51831e-06
566,1.4604e-06
567,1.40691e-06
568,1.35703e-06
569,1.31105e-06
570,1.26777e-06
571,1.22739e-06
572,1.1892e-06
